Numéro_incident,Date_appel,Heure_appel,Type_appel,Quartier,Commune,Type_incident,Indicateur_santé_mentale,Nombre_unités_déployées,Temps_réponse (minutes),Heure_arrivée,Clôture_appel,Jour,Conclusion_appel,Rapport_rédigé
255627193,2025-06-21,19:08:30,Appel 112, Kélégouvi ,Golfe 3,Tapage nocturne,Oui,3,366,01:14:30,01:31:30,samedi,Arrestation,Non
256824616,2025-07-27,23:03:51,appel117, Kélégougan ,Golfe 1,Vol,Non,4,175,01:58:51,02:45:51,dimanche,Aucun suivi,Oui
254141107,2025-06-07,10:45:00,appel117, Bè-Anfamé,Golfe 1,Vol,Non,4,349,16:34:00,16:54:00,samedi,Transfert hôpital,Oui
257373232,2025-05-18,22:53:15,117, Lomenyokope,Agoe-Nyivé 6,Tapage nocturne,Oui,3,594,08:47:15,09:19:15,dimanche,Transmis au CB,Oui
258096993,2025-05-24,09:55:37,117,Amoutivé,Golfe 4,Violence conjugale,Non,2,58,10:53:37,11:44:37,samedi,Transfert hôpital,Oui
257662241,2025-05-22,11:38:15,Initiative agent, Zopomahé,Agoe-Nyivé 5,Bagarre,Non,2,488,19:46:15,19:55:15,jeudi,Arrestation,Non
251371969,2025-07-09,11:39:19,Appel 112, Avépozo,Golfe 6,Violence conjugale,Oui,3,8,11:47:19,12:40:19,mercredi,Aucun suivi,Oui
254567644,2025-07-13,02:11:20,Appel 112, Madjikpeto,Agoe-Nyivé 2,Violence conjugale,Oui,4,400,08:51:20,09:30:20,dimanche,Transfert hôpital,Non
259146283,2025-07-12,18:59:30,117, Dzove,Agoe-Nyivé 6,Tapage nocturne,Oui,3,236,22:55:30,23:20:30,samedi,Aucun suivi,Oui
258456498,2025-06-23,03:56:25,Initiative agent, Madjikpeto,Agoe-Nyivé 2,Tapage nocturne,Oui,2,384,10:20:25,10:36:25,lundi,Arrestation,Oui
254498807,2025-06-02,13:25:51,appel117, Elavagno,Agoe-Nyivé 3,Dispute familiale,Non,1,328,18:53:51,19:39:51,lundi,Transmis au CB,Oui
255272331,2025-05-12,17:16:36,appel117,Bè-Attiégou,Golfe 1,Tapage nocturne,Non,2,217,20:53:36,21:01:36,lundi,Arrestation,Oui
257705832,2025-06-14,11:06:09,appel117, Zopomahé,Agoe-Nyivé 5,Vol,Non,2,452,18:38:09,19:29:09,samedi,Aucun suivi,Non
251862128,2025-06-16,12:06:13,appel117,Hossoukopé,Agoe-Nyivé 3,Violence conjugale,Non,3,438,19:24:13,19:41:13,lundi,Aucun suivi,Oui
257624888,2025-06-06,13:55:11,appel 117, Zogbegan,Agoe-Nyivé 4,Bagarre,Oui,3,284,18:39:11,18:57:11,vendredi,Aucun suivi,Non
259076225,2025-06-23,18:29:24,Appel 112, Démakpoè,Agoe-Nyivé 1,Violence conjugale,Non,3,431,01:40:24,02:26:24,lundi,Arrestation,Non
257247203,2025-07-30,03:54:57,appel117,  Atsanvé,Agoe-Nyivé 1,Tapage nocturne,Oui,1,155,06:29:57,06:46:57,mercredi,Transmis au CB,Oui
254792873,2025-06-13,08:56:15,Appel 117, Assivito,Golfe 4,Dispute familiale,Non,3,211,12:27:15,12:58:15,vendredi,Aucun suivi,Oui
257943381,2025-05-04,06:26:27,Appel 117, Démakpoè,Agoe-Nyivé 1,Accident moto,Oui,1,356,12:22:27,13:06:27,dimanche,Arrestation,Oui
258652131,2025-05-04,13:55:54,Appel 112,  Atsanvé,Agoe-Nyivé 1,Tapage nocturne,Non,4,109,15:44:54,16:40:54,dimanche,Arrestation,Oui
257359336,2025-05-19,13:02:32,APP117, Lankouvi ,Golfe 7,Vol,Non,2,550,22:12:32,22:26:32,lundi,Transfert hôpital,Non
256085471,2025-07-03,20:11:20,appel117,Gbadago,Golfe 4,Vol,Non,3,520,04:51:20,05:20:20,jeudi,Transmis au CB,Oui
259302128,2025-06-12,12:17:33,Appel 117, Démakpoè,Agoe-Nyivé 1,Violence conjugale,Oui,4,505,20:42:33,21:01:33,jeudi,Aucun suivi,Oui
255758559,2025-07-01,00:03:49,117, Bè-Anfamé,Golfe 1,Vol,Oui,3,82,01:25:49,02:08:49,mardi,Aucun suivi,Oui
259384630,2025-07-23,13:26:22,Appel 117, Lomenyokope,Agoe-Nyivé 6,Dispute familiale,Oui,4,575,23:01:22,23:21:22,mercredi,Transfert hôpital,Non
259845310,2025-06-16,14:44:54,117, Assivito,Golfe 4,Accident moto,Non,3,195,17:59:54,18:22:54,lundi,Transmis au CB,Oui
256338218,2025-05-09,10:15:22,appel117, Nanégbé,Agoe-Nyivé 5,Violence conjugale,Non,3,178,13:13:22,14:08:22,vendredi,Arrestation,Non
253112480,2025-06-13,15:27:43,appel117, Klobatème,Golfe 1,Tapage nocturne,Oui,4,30,15:57:43,16:40:43,vendredi,Transmis au CB,Oui
256222655,2025-05-13,03:56:42,appel 117,Kotokoli-Zongo,Agoe-Nyivé 4,Accident moto,Non,4,522,12:38:42,13:19:42,mardi,Transfert hôpital,Non
252308719,2025-05-28,09:48:09,117,Aviation,Golfe 2,Dispute familiale,Oui,4,572,19:20:09,20:17:09,mercredi,Aucun suivi,Non
254579438,2025-06-29,04:12:13,117, Kélégouvi ,Golfe 3,Bagarre,Non,3,243,08:15:13,08:57:13,dimanche,Transmis au CB,Oui
257337222,2025-05-21,22:27:50,Appel 117, Bè-Anfamé,Golfe 1,Dispute familiale,Non,3,416,05:23:50,06:02:50,mercredi,Transmis au CB,Non
256956147,2025-05-02,12:55:36,appel117, Kélégougan ,Golfe 1,Vol,Oui,2,8,13:03:36,13:46:36,vendredi,Arrestation,Oui
253865541,2025-07-09,12:13:34,appel117,Legbassito,Agoe-Nyivé 2,Accident moto,Oui,3,550,21:23:34,22:05:34,mercredi,Transmis au CB,Non
258921947,2025-05-08,09:17:45,APP117, Avinato,Agoe-Nyivé 2,Bagarre,Oui,1,263,13:40:45,13:48:45,jeudi,Transfert hôpital,Oui
251505923,2025-05-09,05:45:59,117,Amoutivé,Golfe 4,Vol,Oui,4,517,14:22:59,15:12:59,vendredi,Transfert hôpital,Oui
255352966,2025-05-08,03:16:10,117,Djidjolé,Golfe 5,Tapage nocturne,Oui,2,7,03:23:10,04:14:10,jeudi,Aucun suivi,Non
251507725,2025-07-29,11:29:29,APP117,Djidjolé,Golfe 5,Tapage nocturne,Non,2,162,14:11:29,14:50:29,mardi,Arrestation,Non
252018801,2025-05-19,16:36:34,APP117,Atiégouvi,Golfe 2,Accident moto,Oui,2,103,18:19:34,19:11:34,lundi,Transfert hôpital,Non
254925961,2025-05-11,19:44:18,117, Doumasséssé ,Golfe 3,Dispute familiale,Non,2,12,19:56:18,20:51:18,dimanche,Arrestation,Non
253097014,2025-06-06,10:35:39,appel117, Hédzranawoé ,Golfe 2,Tapage nocturne,Oui,1,551,19:46:39,20:22:39,vendredi,Arrestation,Non
256772912,2025-07-05,18:27:57,Initiative agent, Kpogan,Golfe 6,Tapage nocturne,Oui,1,341,00:08:57,00:37:57,samedi,Arrestation,Oui
256542345,2025-05-25,21:01:18,APP117,Gbadago,Golfe 4,Violence conjugale,Oui,1,453,04:34:18,05:29:18,dimanche,Arrestation,Oui
256391311,2025-05-04,06:09:46,appel117, Kégué,Golfe 2,Bagarre,Oui,2,304,11:13:46,12:04:46,dimanche,Arrestation,Non
254734558,2025-05-23,16:52:04,appel 117, Avépozo,Golfe 6,Vol,Oui,4,108,18:40:04,19:02:04,vendredi,Transfert hôpital,Non
252865657,2025-05-04,08:11:25,APP117, Kladzeme,Agoe-Nyivé 6,Accident moto,Oui,2,377,14:28:25,15:04:25,dimanche,Arrestation,Non
259233818,2025-07-15,18:26:10,Appel 112, Bè-Ahligo,Golfe 1,Bagarre,Oui,4,600,04:26:10,04:59:10,mardi,Aucun suivi,Oui
257821918,2025-06-16,01:54:53,appel 117,Atiégouvi,Golfe 2,Dispute familiale,Oui,3,61,02:55:53,03:33:53,lundi,Arrestation,Oui
254008023,2025-07-03,19:36:54,appel 117, Béniglato,Golfe 4,Accident moto,Non,4,400,02:16:54,02:43:54,jeudi,Aucun suivi,Non
251411345,2025-06-29,20:06:33,appel117, Bè-Anfamé,Golfe 1,Accident moto,Oui,4,313,01:19:33,02:15:33,dimanche,Transfert hôpital,Oui
253234215,2025-06-23,13:15:15,Appel 112, Kohé,Agoe-Nyivé 5,Dispute familiale,Oui,2,45,14:00:15,14:48:15,lundi,Aucun suivi,Non
256534685,2025-06-26,07:15:49,appel 117, Awatame,Golfe 7,Tapage nocturne,Oui,3,518,15:53:49,16:01:49,jeudi,Transfert hôpital,Oui
254734927,2025-06-08,07:09:41,Appel 117,Legbassito,Agoe-Nyivé 2,Accident moto,Oui,1,189,10:18:41,11:03:41,dimanche,Arrestation,Oui
251194028,2025-05-29,04:48:28,appel117, Tokoin Tamé,Golfe 2,Vol,Oui,4,229,08:37:28,09:27:28,jeudi,Aucun suivi,Non
259141102,2025-06-23,14:08:46,APP117,Djidjolé,Golfe 5,Bagarre,Oui,1,305,19:13:46,19:28:46,lundi,Aucun suivi,Non
254063828,2025-05-02,13:03:46,appel117, Tokoin Casablanca,Golfe 5,Bagarre,Oui,1,315,18:18:46,19:16:46,vendredi,Arrestation,Non
257141269,2025-05-13,12:07:29,Appel 117, Danliko.,Agoe-Nyivé 2,Violence conjugale,Oui,3,595,22:02:29,22:41:29,mardi,Transmis au CB,Oui
251098318,2025-06-01,14:13:30,appel 117, Adidogomé,Golfe 5,Bagarre,Oui,1,466,21:59:30,22:56:30,dimanche,Arrestation,Oui
259543179,2025-05-06,23:42:35,117, Kpogan,Golfe 6,Dispute familiale,Oui,4,214,03:16:35,03:21:35,mardi,Arrestation,Non
254053264,2025-05-09,20:34:17,Appel 117,Tokoin Lycée  ,Golfe 3,Vol,Non,4,209,00:03:17,00:21:17,vendredi,Arrestation,Non
253795154,2025-05-05,00:57:05,Initiative agent, Kitidjan,Agoe-Nyivé 1,Violence conjugale,Oui,1,384,07:21:05,07:26:05,lundi,Aucun suivi,Non
258063164,2025-07-20,18:53:22,appel117, Tokoin Casablanca,Golfe 5,Dispute familiale,Oui,4,403,01:36:22,02:09:22,dimanche,Transfert hôpital,Oui
252416832,2025-05-12,23:50:54,appel 117,Aviation,Golfe 2,Accident moto,Oui,3,188,02:58:54,03:09:54,lundi,Transfert hôpital,Non
251531035,2025-07-07,05:42:58,Appel 117, Agbalépedogan,Golfe 5,Dispute familiale,Oui,3,600,15:42:58,15:52:58,lundi,Aucun suivi,Non
253705864,2025-05-05,01:37:24,appel 117, Doumasséssé ,Golfe 3,Tapage nocturne,Oui,3,344,07:21:24,07:50:24,lundi,Transmis au CB,Non
255408017,2025-06-04,23:23:17,Appel 117, Klobatème,Golfe 1,Tapage nocturne,Oui,2,315,04:38:17,05:37:17,mercredi,Transfert hôpital,Oui
257732818,2025-06-19,12:29:13,Appel 117, Logogomé,Agoe-Nyivé 3,Accident moto,Oui,4,306,17:35:13,18:00:13,jeudi,Aucun suivi,Oui
258936639,2025-05-20,05:49:31,appel 117, Kodjoviakopé,Golfe 4,Tapage nocturne,Oui,3,205,09:14:31,09:47:31,mardi,Transmis au CB,Non
258769347,2025-06-24,07:30:26,APP117, Kélégougan ,Golfe 1,Tapage nocturne,Oui,4,430,14:40:26,14:52:26,mardi,Aucun suivi,Oui
256301198,2025-05-02,00:50:34,appel117,Djidjolé,Golfe 5,Dispute familiale,Non,2,566,10:16:34,11:15:34,vendredi,Arrestation,Oui
253061785,2025-05-30,00:05:52,Initiative agent, Adamavo,Golfe 6,Violence conjugale,Non,1,38,00:43:52,01:10:52,vendredi,Arrestation,Oui
256789168,2025-06-16,00:06:38,appel117, Tokoin Casablanca,Golfe 5,Dispute familiale,Non,1,97,01:43:38,02:41:38,lundi,Arrestation,Non
258658472,2025-05-14,11:42:43,Initiative agent,Dégomé,Agoe-Nyivé 4,Bagarre,Non,4,370,17:52:43,18:20:43,mercredi,Aucun suivi,Oui
255818287,2025-07-19,04:52:10,Appel 112,Legbassito,Agoe-Nyivé 2,Dispute familiale,Oui,1,163,07:35:10,07:47:10,samedi,Aucun suivi,Oui
256408424,2025-07-12,20:55:09,APP117, Tonoukouti,Agoe-Nyivé 6,Violence conjugale,Oui,1,593,06:48:09,07:11:09,samedi,Transmis au CB,Oui
255919782,2025-06-07,16:23:09,Appel 117, Kitidjan,Agoe-Nyivé 1,Bagarre,Non,3,170,19:13:09,20:11:09,samedi,Arrestation,Oui
258524514,2025-06-01,15:01:56,APP117, Sogbossito,Agoe-Nyivé 1,Tapage nocturne,Oui,2,269,19:30:56,19:49:56,dimanche,Transfert hôpital,Non
258532834,2025-06-13,13:14:59,APP117, Assivito,Golfe 4,Accident moto,Non,2,242,17:16:59,18:12:59,vendredi,Aucun suivi,Non
253879895,2025-06-02,03:04:54,appel 117,Kotokoli-Zongo,Agoe-Nyivé 4,Tapage nocturne,Non,4,332,08:36:54,09:02:54,lundi,Arrestation,Oui
258598970,2025-07-20,13:38:14,Appel 112, Avépozo,Golfe 6,Vol,Oui,4,17,13:55:14,14:01:14,dimanche,Transfert hôpital,Non
256745031,2025-07-03,06:01:20,Appel 112, Klobatème,Golfe 1,Dispute familiale,Oui,3,175,08:56:20,09:26:20,jeudi,Aucun suivi,Non
254165757,2025-06-18,21:07:31,Appel 112,Djidjolé,Golfe 5,Bagarre,Oui,4,283,01:50:31,02:47:31,mercredi,Aucun suivi,Oui
256182761,2025-06-29,19:03:01,117, Bè-Kpota,Golfe 1,Dispute familiale,Oui,3,142,21:25:01,22:21:01,dimanche,Transfert hôpital,Non
259061556,2025-07-12,09:14:18,Initiative agent,Bè-Attiégou,Golfe 1,Tapage nocturne,Non,3,75,10:29:18,11:14:18,samedi,Transmis au CB,Oui
252222591,2025-06-21,16:20:25,APP117, Nyékonakpoè,Golfe 4,Tapage nocturne,Non,1,456,23:56:25,00:54:25,samedi,Arrestation,Oui
253866032,2025-05-19,13:23:19,appel 117, Sagbado ,Golfe 7,Dispute familiale,Oui,2,388,19:51:19,20:08:19,lundi,Arrestation,Oui
259741540,2025-06-12,11:42:58,appel117, Avinato,Agoe-Nyivé 2,Dispute familiale,Oui,4,530,20:32:58,21:00:58,jeudi,Transmis au CB,Oui
255589178,2025-06-29,04:17:47,117, Awoudja,Agoe-Nyivé 3,Violence conjugale,Oui,1,114,06:11:47,07:11:47,dimanche,Transmis au CB,Oui
257975107,2025-06-18,18:38:03,Initiative agent,Dégomé,Agoe-Nyivé 4,Vol,Non,2,449,02:07:03,02:34:03,mercredi,Aucun suivi,Oui
251446798,2025-06-20,18:59:05,APP117, Hédzranawoé ,Golfe 2,Violence conjugale,Oui,3,511,03:30:05,04:12:05,vendredi,Transfert hôpital,Oui
251526346,2025-06-25,05:32:11,Initiative agent, Klobatème,Golfe 1,Dispute familiale,Oui,1,110,07:22:11,07:39:11,mercredi,Transmis au CB,Oui
259431330,2025-05-13,02:46:14,Initiative agent, Klobatème,Golfe 1,Bagarre,Non,1,181,05:47:14,06:28:14,mardi,Transmis au CB,Non
251421675,2025-06-24,20:48:44,117, Baguida.,Golfe 6,Dispute familiale,Oui,3,212,00:20:44,01:13:44,mardi,Aucun suivi,Non
257043335,2025-06-19,02:21:12,Initiative agent, Bè-Ahligo,Golfe 1,Bagarre,Oui,2,91,03:52:12,04:01:12,jeudi,Aucun suivi,Oui
259102706,2025-06-05,21:17:49,Appel 117, Kpogan,Golfe 6,Accident moto,Non,2,125,23:22:49,23:57:49,jeudi,Transfert hôpital,Non
252031233,2025-06-20,23:17:32,Initiative agent, Amadahomé,Golfe 5,Bagarre,Non,2,524,08:01:32,08:38:32,vendredi,Arrestation,Non
253581239,2025-05-18,03:01:50,appel 117, Bè-Ahligo,Golfe 1,Dispute familiale,Oui,4,291,07:52:50,08:52:50,dimanche,Transfert hôpital,Non
256887699,2025-07-30,12:11:18,117, Zogbegan,Agoe-Nyivé 4,Vol,Oui,4,404,18:55:18,19:44:18,mercredi,Arrestation,Oui
252761963,2025-06-08,10:05:30,Initiative agent, Adamavo,Golfe 6,Violence conjugale,Non,1,52,10:57:30,11:18:30,dimanche,Transfert hôpital,Non
252904551,2025-06-08,13:39:33,Initiative agent,Tokoin-Gbonvié ,Golfe 3,Dispute familiale,Oui,1,374,19:53:33,20:40:33,dimanche,Transfert hôpital,Oui
258637511,2025-05-06,05:00:48,117, Dalime,Agoe-Nyivé 2,Dispute familiale,Non,2,81,06:21:48,07:17:48,mardi,Aucun suivi,Non
253358617,2025-07-23,10:03:59,Initiative agent, Bè-Ahligo,Golfe 1,Tapage nocturne,Non,1,173,12:56:59,13:15:59,mercredi,Arrestation,Oui
259326277,2025-05-02,11:15:37,appel 117, Béniglato,Golfe 4,Bagarre,Oui,1,522,19:57:37,20:41:37,vendredi,Transfert hôpital,Oui
256592528,2025-06-28,11:14:18,Appel 112,Togblékopé,Agoe-Nyivé 4,Violence conjugale,Non,1,341,16:55:18,17:10:18,samedi,Transfert hôpital,Oui
256462346,2025-06-02,22:47:12,Initiative agent, Sanguéra,Agoe-Nyivé 5,Vol,Non,1,351,04:38:12,05:25:12,lundi,Transfert hôpital,Oui
257737150,2025-06-03,11:01:13,appel117,Alinka,Agoe-Nyivé 4,Accident moto,Non,3,123,13:04:13,13:52:13,mardi,Arrestation,Oui
253762123,2025-06-22,12:36:07,appel 117, Bè-Kpota,Golfe 1,Accident moto,Non,2,395,19:11:07,19:24:07,dimanche,Aucun suivi,Non
251033121,2025-07-19,21:53:16,appel 117,Dégomé,Agoe-Nyivé 4,Violence conjugale,Oui,2,135,00:08:16,00:14:16,samedi,Arrestation,Oui
253341744,2025-06-08,09:18:21,117, Kladzeme,Agoe-Nyivé 6,Violence conjugale,Oui,1,404,16:02:21,16:23:21,dimanche,Transmis au CB,Oui
255938341,2025-06-11,18:32:44,117, Adamavo,Golfe 6,Tapage nocturne,Non,2,20,18:52:44,19:03:44,mercredi,Arrestation,Oui
259861985,2025-05-27,23:59:52,Appel 117, Bè-Ahligo,Golfe 1,Tapage nocturne,Oui,3,280,04:39:52,04:48:52,mardi,Aucun suivi,Oui
258331011,2025-07-14,11:24:54,Appel 112, Kodjoviakopé,Golfe 4,Tapage nocturne,Non,4,228,15:12:54,15:40:54,lundi,Arrestation,Oui
255194367,2025-05-10,02:36:50,Appel 117, Bè-Kpota,Golfe 1,Accident moto,Oui,4,499,10:55:50,11:25:50,samedi,Transmis au CB,Non
256878743,2025-07-27,10:41:22,117, Nyékonakpoè,Golfe 4,Violence conjugale,Non,3,10,10:51:22,11:28:22,dimanche,Arrestation,Oui
259441140,2025-06-01,22:35:50,APP117, Nyékonakpoè,Golfe 4,Dispute familiale,Non,2,222,02:17:50,03:11:50,dimanche,Aucun suivi,Non
252736487,2025-05-04,10:59:33,Appel 117, Bè-Anfamé,Golfe 1,Tapage nocturne,Oui,4,225,14:44:33,14:54:33,dimanche,Aucun suivi,Non
253205727,2025-05-18,21:49:18,Initiative agent, Bè-Kpota,Golfe 1,Vol,Non,1,73,23:02:18,23:30:18,dimanche,Arrestation,Oui
256332643,2025-06-11,00:16:15,Appel 117, Lom-nava,Golfe 4,Tapage nocturne,Non,4,400,06:56:15,07:49:15,mercredi,Aucun suivi,Oui
258032593,2025-06-25,05:24:25,appel 117, Avépozo,Golfe 6,Vol,Oui,3,307,10:31:25,10:56:25,mercredi,Aucun suivi,Non
253566229,2025-07-14,18:05:49,Appel 112,Haoussa-Zongo,Agoe-Nyivé 4,Bagarre,Oui,1,153,20:38:49,21:27:49,lundi,Arrestation,Non
251655490,2025-07-07,10:16:27,Appel 117, Danliko.,Agoe-Nyivé 2,Accident moto,Non,2,273,14:49:27,15:46:27,lundi,Arrestation,Oui
259087415,2025-07-20,09:20:51,appel117, Zogbegan,Agoe-Nyivé 4,Dispute familiale,Oui,1,265,13:45:51,14:31:51,dimanche,Aucun suivi,Oui
257694624,2025-06-13,09:14:08,APP117,Adétikope,Agoe-Nyivé 6,Dispute familiale,Non,2,231,13:05:08,13:49:08,vendredi,Transmis au CB,Oui
257824512,2025-06-12,00:58:32,Initiative agent,Tokoin Lycée  ,Golfe 3,Tapage nocturne,Non,2,114,02:52:32,02:58:32,jeudi,Arrestation,Oui
256377773,2025-06-02,23:07:36,117,Bè-Ablogamé,Golfe 1,Accident moto,Oui,4,296,04:03:36,04:41:36,lundi,Arrestation,Oui
259853893,2025-05-04,23:48:30,Appel 112,Bè-Attiégou,Golfe 1,Accident moto,Non,2,168,02:36:30,03:02:30,dimanche,Aucun suivi,Non
256582129,2025-05-30,14:53:02,Appel 112, Kohé,Agoe-Nyivé 5,Accident moto,Non,1,9,15:02:02,15:33:02,vendredi,Aucun suivi,Non
256867862,2025-06-25,21:43:18,Initiative agent, Awatame,Golfe 7,Bagarre,Non,2,598,07:41:18,07:52:18,mercredi,Transfert hôpital,Non
254287059,2025-06-20,11:19:22,Appel 112, Kpotave,Agoe-Nyivé 6,Tapage nocturne,Oui,3,406,18:05:22,18:18:22,vendredi,Transmis au CB,Non
256717618,2025-07-08,00:47:41,appel 117,Klévé,Agoe-Nyivé 3,Tapage nocturne,Non,1,424,07:51:41,08:44:41,mardi,Arrestation,Oui
251842425,2025-06-30,10:55:38,appel117, Atikoumé,Golfe 4,Tapage nocturne,Non,4,87,12:22:38,13:04:38,lundi,Arrestation,Non
258857179,2025-05-27,16:40:51,appel117, Bè-Ahligo,Golfe 1,Dispute familiale,Oui,2,487,00:47:51,01:37:51,mardi,Arrestation,Oui
251989117,2025-07-25,15:53:35,Initiative agent, Tokoin Casablanca,Golfe 5,Vol,Oui,3,392,22:25:35,23:17:35,vendredi,Transmis au CB,Oui
253164237,2025-06-27,01:00:29,Appel 112,Bè-Attiégou,Golfe 1,Dispute familiale,Non,4,503,09:23:29,10:08:29,vendredi,Arrestation,Non
251218089,2025-07-26,03:58:10,Appel 112, Zovadjin,Agoe-Nyivé 2,Accident moto,Non,2,197,07:15:10,08:11:10,samedi,Transfert hôpital,Non
253922629,2025-07-08,07:54:30,Appel 112, klikamé,Agoe-Nyivé 5,Tapage nocturne,Oui,4,5,07:59:30,08:21:30,mardi,Transfert hôpital,Oui
256905581,2025-06-14,12:55:49,Appel 112, Bè-Anfamé,Golfe 1,Vol,Oui,1,247,17:02:49,17:18:49,samedi,Transfert hôpital,Non
252532216,2025-06-02,04:32:57,APP117, Hédzranawoé ,Golfe 2,Dispute familiale,Non,2,342,10:14:57,10:25:57,lundi,Transfert hôpital,Non
251916909,2025-07-14,13:16:42,Appel 117, Avinato,Agoe-Nyivé 2,Dispute familiale,Non,2,425,20:21:42,21:19:42,lundi,Transfert hôpital,Non
257483968,2025-07-05,15:40:18,117, Madjikpeto,Agoe-Nyivé 2,Violence conjugale,Oui,1,45,16:25:18,16:32:18,samedi,Transmis au CB,Non
253055903,2025-06-02,15:27:55,appel 117, Dalime,Agoe-Nyivé 2,Violence conjugale,Oui,3,352,21:19:55,22:13:55,lundi,Aucun suivi,Non
259836580,2025-07-05,17:53:46,appel117, Hanoukopé,Golfe 4,Vol,Oui,1,226,21:39:46,22:34:46,samedi,Transmis au CB,Non
258467020,2025-06-21,06:32:10,APP117,Dégomé,Agoe-Nyivé 4,Dispute familiale,Oui,3,506,14:58:10,15:57:10,samedi,Transfert hôpital,Oui
251649330,2025-07-23,12:20:11,Appel 112,Djidjolé,Golfe 5,Tapage nocturne,Non,3,498,20:38:11,21:20:11,mercredi,Transfert hôpital,Oui
257736423,2025-05-11,15:13:50,appel 117, Nyékonakpoè,Golfe 4,Accident moto,Oui,2,198,18:31:50,19:14:50,dimanche,Aucun suivi,Oui
251706086,2025-06-24,06:15:55,APP117, Assivito,Golfe 4,Dispute familiale,Non,1,69,07:24:55,08:23:55,mardi,Transfert hôpital,Oui
254521016,2025-05-21,14:43:57,appel117, Klobatème,Golfe 1,Violence conjugale,Non,2,582,00:25:57,00:46:57,mercredi,Transfert hôpital,Oui
256784134,2025-05-15,16:04:57,117, Lomenyokope,Agoe-Nyivé 6,Dispute familiale,Non,4,43,16:47:57,17:04:57,jeudi,Aucun suivi,Non
257517019,2025-05-07,15:56:49,appel 117, Bè-Ahligo,Golfe 1,Vol,Oui,1,556,01:12:49,02:05:49,mercredi,Arrestation,Oui
255512754,2025-06-12,03:31:21,Initiative agent,Dégomé,Agoe-Nyivé 4,Accident moto,Oui,1,482,11:33:21,12:20:21,jeudi,Transmis au CB,Oui
256752780,2025-07-12,23:33:35,APP117,Gbadago,Golfe 4,Vol,Oui,1,589,09:22:35,09:56:35,samedi,Arrestation,Oui
257998617,2025-06-07,12:57:08,appel117, Sanguéra,Agoe-Nyivé 5,Violence conjugale,Oui,1,238,16:55:08,17:18:08,samedi,Transfert hôpital,Oui
259442473,2025-07-15,13:35:30,appel117, Amadahomé,Golfe 5,Dispute familiale,Non,2,102,15:17:30,16:00:30,mardi,Transfert hôpital,Non
254569860,2025-06-10,02:18:39,Initiative agent, Kpogan,Golfe 6,Dispute familiale,Non,1,75,03:33:39,03:47:39,mardi,Transfert hôpital,Non
258297649,2025-05-30,22:58:18,117, Lomenyokope,Agoe-Nyivé 6,Bagarre,Non,4,409,05:47:18,06:43:18,vendredi,Arrestation,Non
258748581,2025-06-21,06:00:34,APP117,Bè-Ablogamé,Golfe 1,Tapage nocturne,Non,3,233,09:53:34,10:38:34,samedi,Aucun suivi,Oui
251809124,2025-07-03,02:53:40,Appel 117,Wonyome,Golfe 7,Tapage nocturne,Oui,1,563,12:16:40,13:11:40,jeudi,Aucun suivi,Oui
258665551,2025-06-22,19:20:43,Initiative agent, Bè-Anfamé,Golfe 1,Vol,Oui,1,477,03:17:43,03:37:43,dimanche,Transfert hôpital,Oui
253583481,2025-07-26,01:39:46,Appel 117, Kélégouvi ,Golfe 3,Vol,Oui,3,49,02:28:46,03:17:46,samedi,Arrestation,Non
258122301,2025-07-20,20:25:40,appel117, Tokoin Tamé,Golfe 2,Violence conjugale,Non,1,565,05:50:40,06:04:40,dimanche,Transfert hôpital,Oui
255816129,2025-07-02,23:35:25,appel 117,Togblékopé,Agoe-Nyivé 4,Bagarre,Non,4,374,05:49:25,05:56:25,mercredi,Transfert hôpital,Non
257635368,2025-05-27,07:50:15,Appel 117,Tokoin Lycée  ,Golfe 3,Tapage nocturne,Oui,3,99,09:29:15,09:59:15,mardi,Transmis au CB,Non
257287876,2025-06-21,06:40:30,Appel 117, Kpotave,Agoe-Nyivé 6,Vol,Non,1,118,08:38:30,08:46:30,samedi,Aucun suivi,Oui
252986627,2025-05-04,15:30:06,Appel 117, Avinato,Agoe-Nyivé 2,Bagarre,Non,2,530,00:20:06,00:27:06,dimanche,Aucun suivi,Non
254556903,2025-06-02,02:29:06,Initiative agent, Bè-Anfamé,Golfe 1,Tapage nocturne,Non,3,42,03:11:06,03:39:06,lundi,Transmis au CB,Non
259268222,2025-06-20,08:51:28,Initiative agent,  Segbe ,Golfe 7,Vol,Non,2,42,09:33:28,09:45:28,vendredi,Transmis au CB,Oui
258932906,2025-06-26,23:44:30,appel 117,Togo 2000,Golfe 2,Dispute familiale,Oui,4,324,05:08:30,05:46:30,jeudi,Transmis au CB,Oui
259815162,2025-06-11,07:46:40,appel117,Adétikope,Agoe-Nyivé 6,Dispute familiale,Non,1,488,15:54:40,16:46:40,mercredi,Aucun suivi,Non
257912887,2025-05-25,16:45:11,APP117, Hanoukopé-Est ,Golfe 3,Dispute familiale,Non,3,293,21:38:11,22:08:11,dimanche,Arrestation,Oui
259277425,2025-05-26,06:17:36,appel117, Danliko.,Agoe-Nyivé 2,Tapage nocturne,Non,3,92,07:49:36,08:49:36,lundi,Aucun suivi,Non
256389651,2025-06-08,03:50:43,Appel 117, Avinato,Agoe-Nyivé 2,Dispute familiale,Oui,2,502,12:12:43,12:36:43,dimanche,Arrestation,Oui
